location,date,total_cases,new_cases,new_cases_smoothed
Albania,2020-02-25,,,
Albania,2020-02-26,,,
Albania,2020-02-27,,,
Albania,2020-02-28,,,
Albania,2020-02-29,,,
Albania,2020-03-01,,,
Albania,2020-03-02,,,
Albania,2020-03-03,,,
Albania,2020-03-04,,,
Albania,2020-03-05,,,
Albania,2020-03-06,,,
Albania,2020-03-07,,,
Albania,2020-03-08,,,
Albania,2020-03-09,2,2,
Albania,2020-03-10,10,8,
Albania,2020-03-11,12,2,
Albania,2020-03-12,23,11,
Albania,2020-03-13,33,10,
Albania,2020-03-14,38,5,5.429
Albania,2020-03-15,42,4,6
Albania,2020-03-16,51,9,7
Albania,2020-03-17,55,4,6.429
Albania,2020-03-18,59,4,6.714
Albania,2020-03-19,64,5,5.857
Albania,2020-03-20,70,6,5.286
Albania,2020-03-21,76,6,5.429
Albania,2020-03-22,89,13,6.714
Albania,2020-03-23,104,15,7.571
Albania,2020-03-24,123,19,9.714
Albania,2020-03-25,146,23,12.429
Albania,2020-03-26,174,28,15.714
Albania,2020-03-27,186,12,16.571
Albania,2020-03-28,197,11,17.286
Albania,2020-03-29,212,15,17.571
Albania,2020-03-30,223,11,17
Albania,2020-03-31,243,20,17.143
Albania,2020-04-01,259,16,16.143
Albania,2020-04-02,277,18,14.714
Albania,2020-04-03,304,27,16.857
Albania,2020-04-04,333,29,19.429
Albania,2020-04-05,361,28,21.286
Albania,2020-04-06,377,16,22
Albania,2020-04-07,383,6,20
Albania,2020-04-08,400,17,20.143
Albania,2020-04-09,409,9,18.857
Albania,2020-04-10,416,7,16
Albania,2020-04-11,433,17,14.286
Albania,2020-04-12,446,13,12.143
Albania,2020-04-13,467,21,12.857
Albania,2020-04-14,475,8,13.143
Albania,2020-04-15,494,19,13.429
Albania,2020-04-16,518,24,15.571
Albania,2020-04-17,539,21,17.571
Albania,2020-04-18,548,9,16.429
Albania,2020-04-19,562,14,16.571
Albania,2020-04-20,584,22,16.714
Albania,2020-04-21,609,25,19.143
Albania,2020-04-22,634,25,20
Albania,2020-04-23,663,29,20.714
Albania,2020-04-24,678,15,19.857
Albania,2020-04-25,712,34,23.429
Albania,2020-04-26,726,14,23.429
Albania,2020-04-27,736,10,21.714
Albania,2020-04-28,750,14,20.143
Albania,2020-04-29,766,16,18.857
Albania,2020-04-30,773,7,15.714
Albania,2020-05-01,782,9,14.857
Albania,2020-05-02,789,7,11
Albania,2020-05-03,795,6,9.857
Albania,2020-05-04,803,8,9.571
Albania,2020-05-05,820,17,10
Albania,2020-05-06,832,12,9.429
Albania,2020-05-07,842,10,9.857
Albania,2020-05-08,850,8,9.714
Albania,2020-05-09,856,6,9.571
Albania,2020-05-10,868,12,10.429
Albania,2020-05-11,872,4,9.857
Albania,2020-05-12,876,4,8
Albania,2020-05-13,880,4,6.857
Albania,2020-05-14,898,18,8
Albania,2020-05-15,916,18,9.429
Albania,2020-05-16,933,17,11
Albania,2020-05-17,946,13,11.143
Albania,2020-05-18,948,2,10.857
Albania,2020-05-19,949,1,10.429
Albania,2020-05-20,964,15,12
Albania,2020-05-21,969,5,10.143
Albania,2020-05-22,981,12,9.286
Albania,2020-05-23,989,8,8
Albania,2020-05-24,998,9,7.429
Albania,2020-05-25,1004,6,8
Albania,2020-05-26,1029,25,11.429
Albania,2020-05-27,1050,21,12.286
Albania,2020-05-28,1076,26,15.286
Albania,2020-05-29,1099,23,16.857
Albania,2020-05-30,1122,23,19
Albania,2020-05-31,1137,15,19.857
Albania,2020-06-01,1143,6,19.857
Albania,2020-06-02,1164,21,19.286
Albania,2020-06-03,1184,20,19.143
Albania,2020-06-04,1197,13,17.286
Albania,2020-06-05,1212,15,16.143
Albania,2020-06-06,1232,20,15.714
Albania,2020-06-07,1246,14,15.571
Albania,2020-06-08,1263,17,17.143
Albania,2020-06-09,1299,36,19.286
Albania,2020-06-10,1341,42,22.429
Albania,2020-06-11,1385,44,26.857
Albania,2020-06-12,1416,31,29.143
Albania,2020-06-13,1464,48,33.143
Albania,2020-06-14,1521,57,39.286
Albania,2020-06-15,1590,69,46.714
Albania,2020-06-16,1672,82,53.286
Albania,2020-06-17,1722,50,54.429
Albania,2020-06-18,1788,66,57.571
Albania,2020-06-19,1838,50,60.286
Albania,2020-06-20,1891,53,61
Albania,2020-06-21,1962,71,63
Albania,2020-06-22,1995,33,57.857
Albania,2020-06-23,2047,52,53.571
Albania,2020-06-24,2114,67,56
Albania,2020-06-25,2192,78,57.714
Albania,2020-06-26,2269,77,61.571
Albania,2020-06-27,2330,61,62.714
Albania,2020-06-28,2402,72,62.857
Albania,2020-06-29,2466,64,67.286
Albania,2020-06-30,2535,69,69.714
Albania,2020-07-01,2580,45,66.571
Albania,2020-07-02,2662,82,67.143
Albania,2020-07-03,2752,90,69
Albania,2020-07-04,2819,67,69.857
Albania,2020-07-05,2893,74,70.143
Albania,2020-07-06,2964,71,71.143
Albania,2020-07-07,3038,74,71.857
Albania,2020-07-08,3106,68,75.143
Albania,2020-07-09,3188,82,75.143
Albania,2020-07-10,3278,90,75.143
Albania,2020-07-11,3371,93,78.857
Albania,2020-07-12,3454,83,80.143
Albania,2020-07-13,3571,117,86.714
Albania,2020-07-14,3667,96,89.857
Albania,2020-07-15,3752,85,92.286
Albania,2020-07-16,3851,99,94.714
Albania,2020-07-17,3906,55,89.714
Albania,2020-07-18,4008,102,91
Albania,2020-07-19,4090,82,90.857
Albania,2020-07-20,4171,81,85.714
Albania,2020-07-21,4290,119,89
Albania,2020-07-22,4358,68,86.571
Albania,2020-07-23,4466,108,87.857
Albania,2020-07-24,4570,104,94.857
Albania,2020-07-25,4637,67,89.857
Albania,2020-07-26,4763,126,96.143
Albania,2020-07-27,4880,117,101.286
Albania,2020-07-28,4997,117,101
Albania,2020-07-29,5105,108,106.714
Albania,2020-07-30,5197,92,104.429
Albania,2020-07-31,5276,79,100.857
Albania,2020-08-01,5396,120,108.429
Albania,2020-08-02,5519,123,108
Albania,2020-08-03,5620,101,105.714
Albania,2020-08-04,5750,130,107.571
Albania,2020-08-05,5889,139,112
Albania,2020-08-06,6016,127,117
Albania,2020-08-07,6151,135,125
Albania,2020-08-08,6275,124,125.571
Albania,2020-08-09,6411,136,127.429
Albania,2020-08-10,6536,125,130.857
Albania,2020-08-11,6676,140,132.286
Albania,2020-08-12,6817,141,132.571
Albania,2020-08-13,6971,154,136.429
Albania,2020-08-14,7117,146,138
Albania,2020-08-15,7260,143,140.714
Albania,2020-08-16,7380,120,138.429
Albania,2020-08-17,7499,119,137.571
Albania,2020-08-18,7654,155,139.714
Albania,2020-08-19,7812,158,142.143
Albania,2020-08-20,7967,155,142.286
Albania,2020-08-21,8119,152,143.143
Albania,2020-08-22,8275,156,145
Albania,2020-08-23,8427,152,149.571
Albania,2020-08-24,8605,178,158
Albania,2020-08-25,8759,154,157.857
Albania,2020-08-26,8927,168,159.286
Albania,2020-08-27,9083,156,159.429
Albania,2020-08-28,9195,112,153.714
Albania,2020-08-29,9279,84,143.429
Albania,2020-08-30,9380,101,136.143
Albania,2020-08-31,9513,133,129.714
Albania,2020-09-01,9606,93,121
Albania,2020-09-02,9728,122,114.429
Albania,2020-09-03,9844,116,108.714
Albania,2020-09-04,9967,123,110.286
Albania,2020-09-05,10102,135,117.571
Albania,2020-09-06,10255,153,125
Albania,2020-09-07,10406,151,127.571
Albania,2020-09-08,10553,147,135.286
Albania,2020-09-09,10704,151,139.429
Albania,2020-09-10,10860,156,145.143
Albania,2020-09-11,11021,161,150.571
Albania,2020-09-12,11185,164,154.714
Albania,2020-09-13,11353,168,156.857
Albania,2020-09-14,11520,167,159.143
Albania,2020-09-15,11672,152,159.857
Albania,2020-09-16,11816,144,158.857
Albania,2020-09-17,11948,132,155.429
Albania,2020-09-18,12073,125,150.286
Albania,2020-09-19,12226,153,148.714
Albania,2020-09-20,12385,159,147.429
Albania,2020-09-21,12535,150,145
Albania,2020-09-22,12666,131,142
Albania,2020-09-23,12787,121,138.714
Albania,2020-09-24,12921,134,139
Albania,2020-09-25,13045,124,138.857
Albania,2020-09-26,13153,108,132.429
Albania,2020-09-27,13259,106,124.857
Albania,2020-09-28,13391,132,122.286
Albania,2020-09-29,13518,127,121.714
Albania,2020-09-30,13649,131,123.143
Albania,2020-10-01,13806,157,126.429
Albania,2020-10-02,13965,159,131.429
Albania,2020-10-03,14117,152,137.714
Albania,2020-10-04,14266,149,143.857
Albania,2020-10-05,14410,144,145.571
Albania,2020-10-06,14568,158,150
Albania,2020-10-07,14730,162,154.429
Albania,2020-10-08,14899,169,156.143
Albania,2020-10-09,15066,167,157.286
Albania,2020-10-10,15231,165,159.143
Albania,2020-10-11,15399,168,161.857
Albania,2020-10-12,15570,171,165.714
Albania,2020-10-13,15752,182,169.143
Albania,2020-10-14,15955,203,175
Albania,2020-10-15,16212,257,187.571
Albania,2020-10-16,16501,289,205
Albania,2020-10-17,16774,273,220.429
Albania,2020-10-18,17055,281,236.571
Albania,2020-10-19,17350,295,254.286
Albania,2020-10-20,17651,301,271.286
Albania,2020-10-21,17948,297,284.714
Albania,2020-10-22,18250,302,291.143
Albania,2020-10-23,18556,306,293.571
Albania,2020-10-24,18858,302,297.714
Albania,2020-10-25,19157,299,300.286
Albania,2020-10-26,19445,288,299.286
Albania,2020-10-27,19729,284,296.857
Albania,2020-10-28,20040,311,298.857
Albania,2020-10-29,20315,275,295
Albania,2020-10-30,20634,319,296.857
Albania,2020-10-31,20875,241,288.143
Albania,2020-11-01,21202,327,292.143
Albania,2020-11-02,21523,321,296.857
Albania,2020-11-03,21904,381,310.714
Albania,2020-11-04,22300,396,322.857
Albania,2020-11-05,22721,421,343.714
Albania,2020-11-06,23210,489,368
Albania,2020-11-07,23705,495,404.286
Albania,2020-11-08,24206,501,429.143
Albania,2020-11-09,24731,525,458.286
Albania,2020-11-10,25294,563,484.286
Albania,2020-11-11,25801,507,500.143
Albania,2020-11-12,26211,410,498.571
Albania,2020-11-13,26701,490,498.714
Albania,2020-11-14,27233,532,504
Albania,2020-11-15,27830,597,517.714
Albania,2020-11-16,28432,602,528.714
Albania,2020-11-17,29126,694,547.429
Albania,2020-11-18,29837,711,576.571
Albania,2020-11-19,30623,786,630.286
Albania,2020-11-20,31459,836,679.714
Albania,2020-11-21,32196,737,709
Albania,2020-11-22,32761,565,704.429
Albania,2020-11-23,33556,795,732
Albania,2020-11-24,34300,744,739.143
Albania,2020-11-25,34944,644,729.571
Albania,2020-11-26,35600,656,711
Albania,2020-11-27,36245,645,683.714
Albania,2020-11-28,36790,545,656.286
Albania,2020-11-29,37625,835,694.857
Albania,2020-11-30,38182,557,660.857
Albania,2020-12-01,39014,832,673.429
Albania,2020-12-02,39719,705,682.143
Albania,2020-12-03,40501,782,700.143
Albania,2020-12-04,41302,801,722.429
Albania,2020-12-05,42148,846,765.429
Albania,2020-12-06,42988,840,766.143
Albania,2020-12-07,43683,695,785.857
Albania,2020-12-08,44436,753,774.571
Albania,2020-12-09,45188,752,781.286
Albania,2020-12-10,46061,873,794.286
Albania,2020-12-11,46863,802,794.429
Albania,2020-12-12,47742,879,799.143
Albania,2020-12-13,48530,788,791.714
Albania,2020-12-14,49191,661,786.857
Albania,2020-12-15,50000,809,794.857
Albania,2020-12-16,50637,637,778.429
Albania,2020-12-17,51424,787,766.143
Albania,2020-12-18,52004,580,734.429
Albania,2020-12-19,52542,538,685.714
Albania,2020-12-20,53003,461,639
Albania,2020-12-21,53425,422,604.857
Albania,2020-12-22,53814,389,544.857
Albania,2020-12-23,54317,503,525.714
Albania,2020-12-24,54827,510,486.143
Albania,2020-12-25,55380,553,482.286
Albania,2020-12-26,55755,375,459
Albania,2020-12-27,56254,499,464.429
Albania,2020-12-28,56572,318,449.571
Albania,2020-12-29,57146,574,476
Albania,2020-12-30,57727,581,487.143
Albania,2020-12-31,58316,589,498.429
Albania,2021-01-01,58316,0,419.429
Albania,2021-01-02,58991,675,462.286
Albania,2021-01-03,59438,447,454.857
Albania,2021-01-04,59623,185,435.857
Albania,2021-01-05,60283,660,448.143
Albania,2021-01-06,61008,725,468.714
Albania,2021-01-07,61705,697,484.143
Albania,2021-01-08,62378,673,580.286
Albania,2021-01-09,63033,655,577.429
Albania,2021-01-10,63595,562,593.857
Albania,2021-01-11,63971,376,621.143
Albania,2021-01-12,64627,656,620.571
Albania,2021-01-13,65334,707,618
Albania,2021-01-14,65994,660,612.714
Albania,2021-01-15,66635,641,608.143
Albania,2021-01-16,67216,581,597.571
Albania,2021-01-17,67690,474,585
Albania,2021-01-18,67982,292,573
Albania,2021-01-19,68568,586,563
Albania,2021-01-20,69238,670,557.714
Albania,2021-01-21,69916,678,560.286
Albania,2021-01-22,70655,739,574.286
Albania,2021-01-23,71441,786,603.571
Albania,2021-01-24,72274,833,654.857
Albania,2021-01-25,72812,538,690
Albania,2021-01-26,73691,879,731.857
Albania,2021-01-27,74567,876,761.286
Albania,2021-01-28,75454,887,791.143
Albania,2021-01-29,76350,896,813.571
Albania,2021-01-30,77251,901,830
Albania,2021-01-31,78127,876,836.143
Albania,2021-02-01,78992,865,882.857
Albania,2021-02-02,79934,942,891.857
Albania,2021-02-03,80941,1007,910.571
Albania,2021-02-04,81993,1052,934.143
Albania,2021-02-05,83082,1089,961.714
Albania,2021-02-06,84212,1130,994.429
Albania,2021-02-07,85336,1124,1029.857
Albania,2021-02-08,86289,953,1042.429
Albania,2021-02-09,87528,1239,1084.857
Albania,2021-02-10,88671,1143,1104.286
Albania,2021-02-11,89776,1105,1111.857
Albania,2021-02-12,90835,1059,1107.571
Albania,2021-02-13,91987,1152,1110.714
Albania,2021-02-14,93075,1088,1105.571
Albania,2021-02-15,93850,775,1080.143
Albania,2021-02-16,94651,801,1017.571
Albania,2021-02-17,95726,1075,1007.857
Albania,2021-02-18,96838,1112,1008.857
Albania,2021-02-19,97909,1071,1010.571
Albania,2021-02-20,99062,1153,1010.714
Albania,2021-02-21,100246,1184,1024.429
Albania,2021-02-22,101285,1039,1062.143
Albania,2021-02-23,102306,1021,1093.571
Albania,2021-02-24,103327,1021,1085.857
Albania,2021-02-25,104313,986,1067.857
Albania,2021-02-26,105229,916,1045.714
Albania,2021-02-27,106215,986,1021.857
Albania,2021-02-28,107167,952,988.714
Albania,2021-03-01,107931,764,949.429
Albania,2021-03-02,108823,892,931
Albania,2021-03-03,109674,851,906.714
Albania,2021-03-04,110521,847,886.857
Albania,2021-03-05,111301,780,867.429
Albania,2021-03-06,112078,777,837.571
Albania,2021-03-07,112897,819,818.571
Albania,2021-03-08,113580,683,807
Albania,2021-03-09,114209,629,769.429
Albania,2021-03-10,114840,631,738
Albania,2021-03-11,115442,602,703
Albania,2021-03-12,116123,681,688.857
Albania,2021-03-13,116821,698,677.571
Albania,2021-03-14,117474,653,653.857
Albania,2021-03-15,118017,543,633.857
Albania,2021-03-16,118492,475,611.857
Albania,2021-03-17,118938,446,585.429
Albania,2021-03-18,119528,590,583.714
Albania,2021-03-19,120022,494,557
Albania,2021-03-20,120541,519,531.429
Albania,2021-03-21,121200,659,532.286
Albania,2021-03-22,121544,344,503.857
Albania,2021-03-23,121847,303,479.286
Albania,2021-03-24,122295,448,479.571
Albania,2021-03-25,122767,472,462.714
Albania,2021-03-26,123216,449,456.286
Albania,2021-03-27,123641,425,442.857
Albania,2021-03-28,124134,493,419.143
Albania,2021-03-29,124419,285,410.714
Albania,2021-03-30,124723,304,410.857
Albania,2021-03-31,125157,434,408.857
Albania,2021-04-01,125506,349,391.286
Albania,2021-04-02,125842,336,375.143
Albania,2021-04-03,126183,341,363.143
Albania,2021-04-04,126531,348,342.429
Albania,2021-04-05,126795,264,339.429
Albania,2021-04-06,126936,141,316.143
Albania,2021-04-07,127192,256,290.714
Albania,2021-04-08,127509,317,286.143
Albania,2021-04-09,127795,286,279
Albania,2021-04-10,128155,360,281.714
Albania,2021-04-11,128393,238,266
Albania,2021-04-12,128518,125,246.143
Albania,2021-04-13,128752,234,259.429
Albania,2021-04-14,128959,207,252.429
Albania,2021-04-15,129128,169,231.286
Albania,2021-04-16,129307,179,216
Albania,2021-04-17,129456,149,185.857
Albania,2021-04-18,129594,138,171.571
Albania,2021-04-19,129694,100,168
Albania,2021-04-20,129842,148,155.714
Albania,2021-04-21,129980,138,145.857
Albania,2021-04-22,130114,134,140.857
Albania,2021-04-23,130270,156,137.571
Albania,2021-04-24,130409,139,136.143
Albania,2021-04-25,130537,128,134.714
Albania,2021-04-26,130606,69,130.286
Albania,2021-04-27,130736,130,127.714
Albania,2021-04-28,130859,123,125.571
Albania,2021-04-29,130977,118,123.286
Albania,2021-04-30,131085,108,116.429
Albania,2021-05-01,131185,100,110.857
Albania,2021-05-02,131238,53,100.143
Albania,2021-05-03,131276,38,95.714
Albania,2021-05-04,131327,51,84.429
Albania,2021-05-05,131419,92,80
Albania,2021-05-06,131510,91,76.143
Albania,2021-05-07,131577,67,70.286
Albania,2021-05-08,131666,89,68.714
Albania,2021-05-09,131723,57,69.286
Albania,2021-05-10,131753,30,68.143
Albania,2021-05-11,131803,50,68
Albania,2021-05-12,131845,42,60.857
Albania,2021-05-13,131890,45,54.286
Albania,2021-05-14,131939,49,51.714
Albania,2021-05-15,131978,39,44.571
Albania,2021-05-16,132015,37,41.714
Albania,2021-05-17,132032,17,39.857
Albania,2021-05-18,132071,39,38.286
Albania,2021-05-19,132095,24,35.714
Albania,2021-05-20,132118,23,32.571
Albania,2021-05-21,132153,35,30.571
Albania,2021-05-22,132176,23,28.286
Albania,2021-05-23,132209,33,27.714
Albania,2021-05-24,132215,6,26.143
Albania,2021-05-25,132229,14,22.571
Albania,2021-05-26,132244,15,21.286
Albania,2021-05-27,132264,20,20.857
Albania,2021-05-28,132285,21,18.857
Albania,2021-05-29,132297,12,17.286
Albania,2021-05-30,132309,12,14.286
Albania,2021-05-31,132315,6,14.286
Albania,2021-06-01,132337,22,15.429
Albania,2021-06-02,132351,14,15.286
Albania,2021-06-03,132360,9,13.714
Albania,2021-06-04,132372,12,12.429
Albania,2021-06-05,132374,2,11
Albania,2021-06-06,132379,5,10
Albania,2021-06-07,132384,5,9.857
Albania,2021-06-08,132397,13,8.571
Albania,2021-06-09,132415,18,9.143
Albania,2021-06-10,132426,11,9.429
Albania,2021-06-11,132437,11,9.286
Albania,2021-06-12,132449,12,10.714
Albania,2021-06-13,132459,10,11.429
Albania,2021-06-14,132461,2,11
Albania,2021-06-15,132469,8,10.286
Albania,2021-06-16,132476,7,8.714
Albania,2021-06-17,132481,5,7.857
Albania,2021-06-18,132484,3,6.714
Albania,2021-06-19,132488,4,5.571
Albania,2021-06-20,132490,2,4.429
Albania,2021-06-21,132490,0,4.143
Albania,2021-06-22,132496,6,3.857
Albania,2021-06-23,132497,1,3
Albania,2021-06-24,132499,2,2.571
Albania,2021-06-25,132506,7,3.143
Albania,2021-06-26,132509,3,3
Albania,2021-06-27,132512,3,3.143
Albania,2021-06-28,132513,1,3.286
Albania,2021-06-29,132514,1,2.571
Albania,2021-06-30,132521,7,3.429
Albania,2021-07-01,132523,2,3.429
Albania,2021-07-02,132526,3,2.857
Albania,2021-07-03,132534,8,3.571
Albania,2021-07-04,132535,1,3.286
Albania,2021-07-05,132537,2,3.429
Albania,2021-07-06,132544,7,4.286
Albania,2021-07-07,132557,13,5.143
Albania,2021-07-08,132565,8,6
Albania,2021-07-09,132580,15,7.714
Albania,2021-07-10,132587,7,7.571
Albania,2021-07-11,132592,5,8.143
Albania,2021-07-12,132597,5,8.571
Albania,2021-07-13,132608,11,9.143
Albania,2021-07-14,132616,8,8.429
Albania,2021-07-15,132629,13,9.143
Albania,2021-07-16,132647,18,9.571
Albania,2021-07-17,132665,18,11.143
Albania,2021-07-18,132686,21,13.429
Albania,2021-07-19,132697,11,14.286
Albania,2021-07-20,132740,43,18.857
Albania,2021-07-21,132763,23,21
Albania,2021-07-22,132797,34,24
Albania,2021-07-23,132828,31,25.857
Albania,2021-07-24,132853,25,26.857
Albania,2021-07-25,132875,22,27
Albania,2021-07-26,132891,16,27.714
Albania,2021-07-27,132922,31,26
Albania,2021-07-28,132952,30,27
Albania,2021-07-29,132999,47,28.857
Albania,2021-07-30,133036,37,29.714
Albania,2021-07-31,133081,45,32.571
Albania,2021-08-01,133121,40,35.143
Albania,2021-08-02,133146,25,36.429
Albania,2021-08-03,133211,65,41.286
Albania,2021-08-04,133310,99,51.143
Albania,2021-08-05,133442,132,63.286
Albania,2021-08-06,133591,149,79.286
Albania,2021-08-07,133730,139,92.714
Albania,2021-08-08,133912,182,113
Albania,2021-08-09,133981,69,119.286
Albania,2021-08-10,134201,220,141.429
Albania,2021-08-11,134487,286,168.143
Albania,2021-08-12,134761,274,188.429
Albania,2021-08-13,135140,379,221.286
Albania,2021-08-14,135550,410,260
Albania,2021-08-15,135947,397,290.714
Albania,2021-08-16,136147,200,309.429
Albania,2021-08-17,136598,451,342.429
Albania,2021-08-18,137075,477,369.714
Albania,2021-08-19,137597,522,405.143
Albania,2021-08-20,138132,535,427.429
Albania,2021-08-21,138790,658,462.857
Albania,2021-08-22,139324,534,482.429
Albania,2021-08-23,139721,397,510.571
Albania,2021-08-24,140521,800,560.429
Albania,2021-08-25,141365,844,612.857
Albania,2021-08-26,142253,888,665.143
Albania,2021-08-27,143174,921,720.286
Albania,2021-08-28,144079,905,755.571
Albania,2021-08-29,144847,768,789
Albania,2021-08-30,145333,486,801.714
Albania,2021-08-31,146387,1054,838
Albania,2021-09-01,147369,982,857.714
Albania,2021-09-02,148222,853,852.714
Albania,2021-09-03,149117,895,849
Albania,2021-09-04,150101,984,860.286
Albania,2021-09-05,150997,896,878.571
Albania,2021-09-06,151499,502,880.857
Albania,2021-09-07,152239,740,836
Albania,2021-09-08,153318,1079,849.857
Albania,2021-09-09,154316,998,870.571
Albania,2021-09-10,155293,977,882.286
Albania,2021-09-11,156162,869,865.857
Albania,2021-09-12,157026,864,861.286
Albania,2021-09-13,157436,410,848.143
Albania,2021-09-14,158431,995,884.571
Albania,2021-09-15,159423,992,872.143
Albania,2021-09-16,160365,942,864.143
Albania,2021-09-17,161324,959,861.571
Albania,2021-09-18,162173,849,858.714
Albania,2021-09-19,162953,780,846.714
Albania,2021-09-20,163404,451,852.571
Albania,2021-09-21,164276,872,835
Albania,2021-09-22,165096,820,810.429
Albania,2021-09-23,165864,768,785.571
Albania,2021-09-24,166690,826,766.571
Albania,2021-09-25,167354,664,740.143
Albania,2021-09-26,167893,539,705.714
Albania,2021-09-27,168188,295,683.429
Albania,2021-09-28,168782,594,643.714
Albania,2021-09-29,169462,680,623.714
Albania,2021-09-30,170131,669,609.571
Albania,2021-10-01,170778,647,584
Albania,2021-10-02,171327,549,567.571
Albania,2021-10-03,171794,467,557.286
Albania,2021-10-04,171794,0,515.143
Albania,2021-10-05,172618,824,548
Albania,2021-10-06,173190,572,532.571
Albania,2021-10-07,173723,533,513.143
Albania,2021-10-08,174168,445,484.286
Albania,2021-10-09,174643,475,473.714
Albania,2021-10-10,174968,325,453.429
Albania,2021-10-11,175163,195,481.286
Albania,2021-10-12,175664,501,435.143
Albania,2021-10-13,176172,508,426
Albania,2021-10-14,176667,495,420.571
Albania,2021-10-15,177108,441,420
Albania,2021-10-16,177536,428,413.286
Albania,2021-10-17,177971,435,429
Albania,2021-10-18,178188,217,432.143
Albania,2021-10-19,178804,616,448.571
Albania,2021-10-20,179463,659,470.143
Albania,2021-10-21,180029,566,480.286
Albania,2021-10-22,180623,594,502.143
Albania,2021-10-23,181252,629,530.857
Albania,2021-10-24,181696,444,532.143
Albania,2021-10-25,181960,264,538.857
Albania,2021-10-26,182610,650,543.714
Albania,2021-10-27,183282,672,545.571
Albania,2021-10-28,183873,591,549.143
Albania,2021-10-29,184340,467,531
Albania,2021-10-30,184887,547,519.286
Albania,2021-10-31,185300,413,514.857
Albania,2021-11-01,185497,197,505.286
Albania,2021-11-02,186222,725,516
Albania,2021-11-03,186793,571,501.571
Albania,2021-11-04,187363,570,498.571
Albania,2021-11-05,187994,631,522
Albania,2021-11-06,187994,0,443.857
Albania,2021-11-07,189125,1131,546.429
Albania,2021-11-08,189355,230,551.143
Albania,2021-11-09,190125,770,557.571
Albania,2021-11-10,190815,690,574.571
Albania,2021-11-11,191440,625,582.429
Albania,2021-11-12,192013,573,574.143
Albania,2021-11-13,192600,587,658
Albania,2021-11-14,193075,475,564.286
Albania,2021-11-15,193269,194,559.143
Albania,2021-11-16,193856,587,533
Albania,2021-11-17,194472,616,522.429
Albania,2021-11-18,195021,549,511.571
Albania,2021-11-19,195523,502,501.429
Albania,2021-11-20,195988,465,484
Albania,2021-11-21,195988,0,416.143
Albania,2021-11-22,196611,623,477.429
Albania,2021-11-23,197167,556,473
Albania,2021-11-24,197776,609,472
Albania,2021-11-25,198292,516,467.286
Albania,2021-11-26,198732,440,458.429
Albania,2021-11-27,199137,405,449.857
Albania,2021-11-28,199555,418,509.571
Albania,2021-11-29,199750,195,448.429
Albania,2021-11-30,199945,195,396.857
Albania,2021-12-01,200173,228,342.429
Albania,2021-12-02,200639,466,335.286
Albania,2021-12-03,201045,406,330.429
Albania,2021-12-04,201402,357,323.571
Albania,2021-12-05,201730,328,310.714
Albania,2021-12-06,201902,172,307.429
Albania,2021-12-07,202295,393,335.714
Albania,2021-12-08,202641,346,352.571
Albania,2021-12-09,202863,222,317.714
Albania,2021-12-10,203215,352,310
Albania,2021-12-11,203524,309,303.143
Albania,2021-12-12,203787,263,293.857
Albania,2021-12-13,203925,138,289
Albania,2021-12-14,204301,376,286.571
Albania,2021-12-15,204627,326,283.714
Albania,2021-12-16,204928,301,295
Albania,2021-12-17,205224,296,287
Albania,2021-12-18,205549,325,289.286
Albania,2021-12-19,205777,228,284.286
Albania,2021-12-20,205897,120,281.714
Albania,2021-12-21,206273,376,281.714
Albania,2021-12-22,206616,343,284.143
Albania,2021-12-23,206935,319,286.714
Albania,2021-12-24,207221,286,285.286
Albania,2021-12-25,207542,321,284.714
Albania,2021-12-26,207709,167,276
Albania,2021-12-27,207709,0,258.857
Albania,2021-12-28,208352,643,297
Albania,2021-12-29,208899,547,326.143
Albania,2021-12-30,208899,0,280.571
Albania,2021-12-31,210224,1325,429
Albania,2022-01-01,210224,0,383.143
Albania,2022-01-02,210885,661,453.714
Albania,2022-01-03,210885,0,453.714
Albania,2022-01-04,212021,1136,524.143
Albania,2022-01-05,212021,0,446
Albania,2022-01-06,213257,1236,622.571
Albania,2022-01-07,214905,1648,668.714
Albania,2022-01-08,214905,0,668.714
Albania,2022-01-09,219694,4789,1258.429
Albania,2022-01-10,220487,793,1371.714
Albania,2022-01-11,222664,2177,1520.429
Albania,2022-01-12,224569,1905,1792.571
Albania,2022-01-13,226598,2029,1905.857
Albania,2022-01-14,228777,2179,1981.714
Albania,2022-01-15,230940,2163,2290.714
Albania,2022-01-16,232637,1697,1849
Albania,2022-01-17,233654,1017,1881
Albania,2022-01-18,236486,2832,1974.571
Albania,2022-01-19,239129,2643,2080
Albania,2022-01-20,241512,2383,2130.571
Albania,2022-01-21,244182,2670,2200.714
Albania,2022-01-22,246412,2230,2210.286
Albania,2022-01-23,248070,1658,2204.714
Albania,2022-01-24,248070,0,2059.429
Albania,2022-01-25,248859,789,1767.571
Albania,2022-01-26,251015,2156,1698
Albania,2022-01-27,252577,1562,1580.714
Albania,2022-01-28,254126,1549,1420.571
Albania,2022-01-29,254126,0,1102
Albania,2022-01-30,255741,1615,1095.857
Albania,2022-01-31,258543,2802,1496.143
Albania,2022-02-01,258543,0,1383.429
Albania,2022-02-02,261240,2697,1460.714
Albania,2022-02-03,261240,0,1237.571
Albania,2022-02-04,263172,1932,1292.286
Albania,2022-02-05,263172,0,1292.286
Albania,2022-02-06,264624,1452,1269
